Tool ID,In SR or is Standalone?,1st Level Code,2nd Level Code,3rd Level Code,4th Level Code,Normalised Criterion,Appraisal (A) or Reporting (R) Mode,"Original, Modified or Existing tool?",Eligibility of Parent Tool?,Web of Science Topic Label 1,Web of Science Topic Label 2,Web of Science Topic Label 3,Web of Science Topic Label 4,Web of Science Topic Label 5
Ramamoorthi 2015,Systematic review,Other,Summaries,Abstract,Not classified,Self contained abstract,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size calculation,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of evaluators,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Steps to reduce bias,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Demonstrated consistency of experiment,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Rationale for number of control groups,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Rationale for number of experimental groups,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Not classified,Not classified,Not classified,Characterisation of experimental approach,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Not classified,Not classified,Not classified,How the elements of the experiment were conducted,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Theory,Methodological Information,Not classified,When the elements of the experiment were conducted,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Theory,Methodological Information,Not classified,Where the elements of the experiment were conducted,R,Modified,Ineligible,Cell and tissue engineering,,,,
Ramamoorthi 2015,Systematic review,Test System,Theory,Methodological Information,Not classified,Why the elements of the experiment were conducted,R,Modified,Ineligible,Cell and tissue engineering,,,,
Rego 2017,Systematic review,Analysis,Interpretation,Limitations,Not classified,Study limitations,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Analysis,Results,Not classified,Not classified,Dose-response relationship,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Imprecision,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Inconsistency,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Indirectness,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Large effect,U,Existing,Ineligible,Oncology,,,,
Rego 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Publication bias,U,Existing,Ineligible,Oncology,,,,
Richardson 2003,Standalone,Analysis,Results,Statistical methods,Not classified,Significance tests,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Not classified,Not classified,Not classified,Not classified,Validity of the methodology,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Objective,Hypothesis,Theoretical basis,Not classified,Biological plausibility of mechanism,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Rationale for sample size,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Controlling for systematic error,Confounding,Susceptibility to confounding,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Controlling for systematic error,Not classified,Susceptibility to measurement bias,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Matching procedures,R,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation procedures,R,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Nonspecific error control,Not classified,Quality control procedures,R,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Experimental Practice,Verification,Not classified,Extent of dietary compliance,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Not classified,Not classified,Not classified,Analytical methodology,R,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Fit,External validity,Relevance of population,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Fit,Not classified,Appropriateness of the methodology,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Methodological Information,Not classified,Characteristics of background diet,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Methodological Information,Not classified,Length of lead-in period,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Methodological Information,Not classified,Length of wash-out period,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,Methodological Information,Not classified,Recruitment procedures,R,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,PECO,Controls,Control characteristics,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,PECO,Exposure or intervention,Choice of dose levels for achieving desired effect,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,PECO,Outcomes,Characterisation of outcomes,A,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,PECO,Population,Study subject characteristics,U,Original,Eligible,Nutrition and dietetics,,,,
Richardson 2003,Standalone,Test System,Theory,PECO,Population,Eligibility criteria for population,R,Original,Eligible,Nutrition and dietetics,,,,
Rojo 2018,Systematic review,Analysis,Results,Complete reporting,Not classified,Selective reporting,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,Study subject attrition rates,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded outcome assessment,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Identical experimental conditions across study groups,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Other sources of bias,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Rojo 2018,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,A,Existing,Ineligible,Materials science,Multidisciplinary,Metallurgy and metallurgical engineering,,
Romaneli 2018,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Data generated according to generally valid testing guidelines,A,Original,N/A,Toxicology,,,,
Romaneli 2018,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Data generated according to internationally accepted testing guidelines,A,Original,N/A,Toxicology,,,,
Romaneli 2018,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Data generated according to specific national testing guideline,A,Original,N/A,Toxicology,,,,
Romaneli 2018,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Data generated in an approach closely comparable to a guideline method,A,Original,N/A,Toxicology,,,,
Romaneli 2018,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Scientifically acceptable equivalent to a testing guideline,A,Original,N/A,Toxicology,,,,
Runkle 2017,Systematic review,Analysis,Results,Complete reporting,Not classified,Complete outcome data,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Analysis,Results,Complete reporting,Not classified,Selective outcome reporting,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of participants,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of personnel,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Confounding,Accounting for confounding variables,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Effect modifiers,Accounting for modifying variables,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Identical experimental conditions across study groups,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Other threats to internal validity,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of dose,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of exposure,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Selection,Selection resulting in appropriate comparison groups,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Outcome assessment,A,Existing,Ineligible,Environmental sciences,,,,
Runkle 2017,Systematic review,Test System,Experimental Practice,Protocol,Not classified,Adherence to protocol,A,Existing,Ineligible,Environmental sciences,,,,
